title,subtitle,release_year,genre,duration,maturity_rating,IMDb_rating,rotten_tomatoes_rating,meta_critic_rating,indie_wire_rating,vudu_rating,letterboxd_rating,fandor_rating,film_affinity_rating,trakt_rating,apple_rating,class_movie_rating,ringos_rating,french_films_rating,original_film_rating,allmovie_rating,bluray_rating,movie_insider_rating,reelviews_rating,p_google_likes,box_office,release_date,directors,awards,film_series,producers,budget
Murder 3,NA,NA,NA,NA,NA,4.9,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,79,NA,NA,Director: Vishesh Bhatt,NA,NA,"Mukesh Bhatt, Mahesh Bhatt",NA
Safe Haven,PG-13 2013 ‧ Romance/Thriller ‧ 1h 56m,2013,Romance/Thriller,1h 56m,PG-13,6.7,13,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,91,NA,"February 14, 2013 (USA)",Director: Lasse Hallström,NA,NA,"Nicholas Sparks, Marty Bowen, Wyck Godfrey, Ryan Kavanaugh",NA
Escape from Planet Earth,PG 2013 ‧ Family/Sci-fi ‧ 1h 29m,2013,Family/Sci-fi,1h 29m,PG,5.9,35,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,77,74.6 million USD,"February 15, 2013 (USA)",Director: Cal Brunker,NA,NA,NA,NA
"Bless Me, Ultima",PG-13 2013 ‧ War/Drama ‧ 1h 46m,2013,War/Drama,1h 46m,PG-13,6.4,68,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,84,NA,NA,Director: Carl Franklin,NA,NA,"Sarah DiLeo, Mark Johnson",NA
Dark Skies,PG-13 2013 ‧ Horror/Sci-fi ‧ 1h 37m,2013,Horror/Sci-fi,1h 37m,PG-13,6.3,41,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,88,27.8 million USD,"February 22, 2013 (USA)",Director: Scott Stewart,NA,NA,NA,NA
Kai Po Che!,Not Rated 2013 ‧ Sport/Drama ‧ 2h 10m,NA,Sport/Drama,2h 10m,Not,7.7,78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,98,NA,"February 22, 2013 (USA)",Director: Abhishek Kapoor,"Screen Award for Best Male Debut,",NA,NA,NA
Snitch,PG-13 2013 ‧ Drama/Thriller ‧ 1h 52m,2013,Drama/Thriller,1h 52m,PG-13,6.4,57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,84,57.9 million USD,"February 22, 2013 (USA)",Director: Ric Roman Waugh,NA,Prison Trilogy,"Dwayne Johnson, Dany Garcia, MORE",NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21 & Over,R 2013 ‧ Comedy ‧ 1h 33m,2013,Comedy,1h 33m,R,5.8,27,NA,NA,NA,2.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,84,48.1 million USD,"March 1, 2013 (USA)","Jon Lucas, Scott Moore",NA,NA,"David Hoberman, Todd Lieberman, Ryan Kavanaugh, Hugo Shong",NA
The Attacks of 26/11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,93,NA,NA,Director: Ram Gopal Varma,NA,NA,Producer: Parag Sanghvi,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jack the Giant Slayer,PG-13 2013 ‧ Adventure/Fantasy ‧ 1h 55m,2013,Adventure/Fantasy,1h 55m,PG-13,6.2,52,NA,NA,NA,2.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82,197.7 million USD,"March 1, 2013 (USA)",Director: Bryan Singer,NA,NA,NA,NA
The Last Exorcism Part II,PG-13 2013 ‧ Horror/Thriller ‧ 1h 33m,2013,Horror/Thriller,1h 33m,PG-13,4,15,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71,25 million USD,"March 1, 2013 (USA)",Director: Ed Gass-Donnelly,NA,The Exorcim,NA,NA
Phantom,R 2013 ‧ Thriller/War ‧ 1h 38m,2013,Thriller/War,1h 38m,R,5.9,25,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,76,1.2 million USD,NA,Director: Todd Robinson,NA,NA,"Julian Adams, John Watson, Pen Densham",NA
Stoker,R 2013 ‧ Thriller/Horror ‧ 1h 39m,2013,Thriller/Horror,1h 39m,R,6.8,70,NA,NA,NA,3.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82,NA,"March 1, 2013 (USA)",Director: Park Chan-wook,NA,NA,"Ridley Scott, Michael Costigan, Tony Scott",NA
Dead Man Down,R 2013 ‧ Thriller/Drama ‧ 1h 58m,2013,Thriller/Drama,1h 58m,R,6.5,41,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,86,18.1 million USD,NA,Director: Niels Arden Oplev,NA,NA,NA,NA
Emperor,PG-13 2012 ‧ War/Drama ‧ 1h 47m,2012,War/Drama,1h 47m,PG-13,6.5,32,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,86,14.86 million USD,NA,Director: Peter Webber,NA,NA,NA,NA
I'm So Excited!,R 2013 ‧ Comedy ‧ 1h 30m,2013,Comedy,1h 30m,R,5.6,49,NA,NA,NA,2.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,73,NA,"June 28, 2013 (New York)",Director: Pedro Almodóvar,NA,NA,NA,NA
Oz the Great and Powerful,PG 2013 ‧ Fantasy/Adventure ‧ 2h 10m,2013,Fantasy/Adventure,2h 10m,PG,6.3,57,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,83,493.3 million USD,"February 14, 2013 (USA)",Director: Sam Raimi,NA,NA,NA,NA
See results about,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Goddess,NA,NA,NA,NA,NA,6,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,85,1.656 million USD,NA,Director: Mark Lamprell,NA,NA,NA,NA
The Call,R 2013 ‧ Thriller/Crime ‧ 1h 36m,2013,Thriller/Crime,1h 36m,R,6.7,44,51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,91,68.6 million USD,"March 15, 2013 (USA)",Director: Brad Anderson,NA,NA,NA,NA
The Incredible Burt Wonderstone,PG-13 2013 ‧ Comedy ‧ 1h 40m,2013,Comedy,1h 40m,PG-13,5.9,38,NA,NA,NA,2.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,83,27.4 million USD,"March 15, 2013 (USA)",Director: Don Scardino,NA,NA,NA,NA
Spring Breakers,R 2012 ‧ Crime/Drama ‧ 1h 34m,2012,Crime/Drama,1h 34m,R,5.3,67,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66,NA,"March 15, 2013 (USA)",Director: Harmony Korine,"National Society of Film Critics Award for Best Supporting Actor,",NA,NA,NA
Welcome to the Punch,R 2013 ‧ Action/Crime ‧ 1h 39m,2013,Action/Crime,1h 39m,R,6.1,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,87,NA,"March 27, 2013 (USA)",Director: Eran Creevy,NA,NA,"Rory Aitken, Ben Pugh, Brian Kavanaugh Jones",NA
Admission,PG-13 2013 ‧ Drama/Romance ‧ 1h 48m,2013,Drama/Romance,1h 48m,PG-13,5.7,39,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66,18.64 million USD,"March 22, 2013 (USA)",Director: Paul Weitz,NA,NA,NA,NA
The Croods,PG 2013 ‧ Family/Adventure ‧ 1h 39m,2013,Family/Adventure,1h 39m,PG,7.2,72,55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90,587.2 million USD,"March 22, 2013 (USA)","Chris Sanders, Kirk DeMicco",NA,The Croods,NA,NA
Inappropriate Comedy,R 2013 ‧ Comedy/Satire ‧ 1h 24m,2013,Comedy/Satire,1h 24m,R,2.8,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56,"228,004 USD",NA,Director: Vince Offer,NA,NA,"Courtney Sixx, Ken Pringle",NA
Love and Honor,PG-13 2013 ‧ Romance/War ‧ 1h 40m,2013,Romance/War,1h 40m,PG-13,5.7,13,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,85,"16,769 USD","March 22, 2013 (USA)",Director: Danny Mooney,NA,NA,NA,NA
Olympus Has Fallen,R 2013 ‧ Action/Thriller ‧ 2 hours,2013,Action/Thriller,2 hours,R,6.5,49,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,91,170.3 million USD,"March 18, 2013 (USA)",Director: Antoine Fuqua,NA,Fallen Series,NA,NA
G.I. Joe: Retaliation,PG-13 2013 ‧ Action/Adventure ‧ 2h 2m,2013,Action/Adventure,2h 2m,PG-13,5.8,28,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81,375.7 million USD,"March 28, 2013 (USA)",Director: Jon M. Chu,NA,G.I. Joe,NA,NA
Trance,R 2013 ‧ Thriller/Mystery ‧ 1h 41m,2013,Thriller/Mystery,1h 41m,R,6.9,68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,83,24.3 million USD,"April 5, 2013 (USA)",Director: Danny Boyle,NA,NA,NA,NA
Himmatwala,Not Rated 2013 ‧ Action/Comedy ‧ 2h 30m,NA,Action/Comedy,2h 30m,Not,1.7,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,NA,"March 29, 2013 (USA)",Director: Sajid Khan,NA,NA,NA,NA
The Host,PG-13 2013 ‧ Sci-fi/Romance ‧ 2h 5m,2013,Sci-fi/Romance,2h 5m,PG-13,5.9,9,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,83,63.37 million USD,"March 29, 2013 (USA)",Director: Andrew Niccol,NA,NA,NA,NA
The Place Beyond the Pines,R 2012 ‧ Drama/Crime ‧ 2h 20m,2012,Drama/Crime,2h 20m,R,7.3,78,NA,NA,3.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90,47 million USD,"March 29, 2013 (USA)",Director: Derek Cianfrance,NA,NA,NA,NA
Temptation: Confessions of a Marriage Counselor,PG-13 2013 ‧ Drama/Romance ‧ 1h 51m,2013,Drama/Romance,1h 51m,PG-13,5,17,NA,NA,NA,1.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,85,NA,"March 29, 2013 (USA)",Director: Tyler Perry,NA,NA,NA,NA
Wrong,NA,NA,NA,NA,NA,6.3,67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,78,NA,"March 29, 2013 (USA)",Director: Quentin Dupieux,NA,NA,"Gregory Bernard, Josef Lieck, Nicolas Lhermitte, Charles-Marie Anthonioz",NA
Dragon Ball Z: Battle of Gods,PG 2013 ‧ Action/Fantasy ‧ 1h 45m,2013,Action/Fantasy,1h 45m,PG,7.2,88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,94,51.2 million USD,"August 5, 2014 (USA)",Director: Masahiro Hosoda,NA,NA,NA,NA
Baadshah,Not Rated 2013 ‧ Action/Comedy ‧ 2h 44m,NA,Action/Comedy,2h 44m,Not,6.4,58,NA,NA,NA,2.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,87,NA,"April 4, 2013 (USA)",Director: Srinu Vaitla,NA,NA,Producer: Ganesh Babu,NA
The Brass Teapot,R 2012 ‧ Fantasy/Comedy ‧ 1h 41m,2012,Fantasy/Comedy,1h 41m,R,6.4,31,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,87,"413,733 USD","April 5, 2013 (USA)",Director: Ramaa Mosley,NA,NA,NA,NA
Evil Dead,R 2013 ‧ Horror/Thriller ‧ 1h 37m,2013,Horror/Thriller,1h 37m,R,6.5,63,NA,NA,NA,3.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,88,97.5 million USD,"April 5, 2013 (USA)",Director: Fede Álvarez,NA,NA,"Bruce Campbell, Sam Raimi, Robert Tapert",NA
See results about,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Settai,NA,NA,NA,NA,NA,4.5,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,79,NA,NA,Director: R. Kannan,NA,NA,"Siddharth Roy Kapur, Ronnie Screwvala",NA
Upstream Color,NA,NA,NA,NA,NA,6.7,86,81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,79,"584,881 USD","April 5, 2013 (New York)",Director: Shane Carruth,NA,NA,NA,NA
Fists of Legend,NA,NA,NA,NA,NA,6.8,71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90,12 million USD,"April 12, 2013 (USA)",Director: Kang Woo-suk,NA,NA,NA,NA
Oblivion,PG-13 2013 ‧ Sci-fi/Action ‧ 2h 4m,2013,Sci-fi/Action,2h 4m,PG-13,7,53,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,87,300 million USD,"April 19, 2013 (USA)",Director: Joseph Kosinski,NA,NA,NA,NA
42,PG-13 2013 ‧ Sport/Drama ‧ 2h 8m,2013,Sport/Drama,2h 8m,PG-13,7.5,81,62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90,NA,"April 12, 2013 (USA)",Director: Brian Helgeland,NA,NA,Producer: Thomas Tull,NA
Disconnect,R 2012 ‧ Drama/Thriller ‧ 1h 55m,2012,Drama/Thriller,1h 55m,R,7.5,70,64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,84,NA,"April 12, 2013 (USA)",Director: Henry-Alex Rubin,NA,NA,"William Horberg, Mickey Liddell, Jennifer Hilton",NA
It's a Disaster,R 2012 ‧ Comedy/Drama ‧ 1h 28m,2012,Comedy/Drama,1h 28m,R,6.4,80,57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75,NA,"November 3, 2012 (USA)",Director: Todd Berger,NA,NA,"Kevin M. Brennan, Jeff Grace, Datari Turner, Gordon Bijelonic, Brett D. Thompson",NA
Scary Movie 5,PG-13 2013 ‧ Comedy/Horror ‧ 1h 28m,2013,Comedy/Horror,1h 28m,PG-13,3.5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80,78.4 million USD,"April 11, 2013 (USA)",Director: Malcolm D. Lee,NA,NA,NA,NA
Java Heat,R 2013 ‧ Action/Thriller ‧ 1h 44m,2013,Action/Thriller,1h 44m,R,5.1,7,NA,NA,NA,2.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,79,"189,739 USD","May 10, 2013 (USA)",Director: Conor Allyn,NA,NA,NA,NA
Home Run,PG-13 2013 ‧ Sport/Drama ‧ 1h 53m,2013,Sport/Drama,1h 53m,PG-13,5.9,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,91,2.861 million USD,NA,Director: David Boyd,NA,NA,"Carol Spann Mathews, Thomas Newman",NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Iron Man 3,PG-13 2013 ‧ Action/Sci-fi ‧ 2h 11m,2013,Action/Sci-fi,2h 11m,PG-13,7.1,79,62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,91,1.215 billion USD,"May 3, 2013 (USA)",Director: Shane Black,NA,NA,NA,NA
Arthur Newman,R 2012 ‧ Drama/Comedy ‧ 1h 41m,2012,Drama/Comedy,1h 41m,R,5.7,20,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75,"207,853 USD","April 26, 2013 (USA)",Director: Dante Ariola,NA,NA,"Becky Johnston, Mac Cappuccino, Alisa Tager, Brian Oliver",NA
The Big Wedding,R 2013 ‧ Comedy/Romance ‧ 1h 30m,2013,Comedy/Romance,1h 30m,R,5.6,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.5,83,NA,"April 26, 2013 (USA)",Director: Justin Zackham,NA,NA,NA,NA
The Look of Love,NA,NA,NA,NA,NA,6,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,74,"603,119 USD","July 5, 2013 (USA)",Director: Michael Winterbottom,British Independent Film Award for Best Supporting Actress,NA,NA,NA
Mud,PG-13 2012 ‧ Drama/Indie film ‧ 2h 15m,2012,Drama/Indie film,2h 15m,PG-13,7.4,97,76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,83,NA,"April 26, 2013 (USA)",Director: Jeff Nichols,Independent Spirit Robert Altman Award,NA,NA,NA
Pain & Gain,R 2013 ‧ Action/Comedy ‧ 2h 9m,2013,Action/Comedy,2h 9m,R,6.4,50,NA,NA,NA,2.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,85,86.2 million USD,"April 26, 2013 (USA)",Director: Michael Bay,NA,NA,NA,NA
So Young,NA,NA,NA,NA,NA,6.4,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,86,NA,"June 14, 2013 (USA)",Director: Zhao Wei,"Golden Horse Award for Best Adapted Screenplay,",So Young,NA,NA
Bombay Talkies,NA,NA,NA,NA,NA,6.7,78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81,NA,NA,"Zoya Akhtar, Dibakar Banerjee, Anurag Kashyap, Karan Johar",NA,NA,NA,NA
Greetings from Tim Buckley,NA,NA,NA,NA,NA,6.1,72,57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,88,"11,157 USD","May 3, 2013 (USA)",Director: Daniel Algrant,NA,NA,NA,NA
The Iceman,R 2012 ‧ Thriller/Drama ‧ 1h 46m,2012,Thriller/Drama,1h 46m,R,6.8,66,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,83,4.6 million USD,"May 3, 2013 (USA)",Director: Ariel Vromen,NA,NA,NA,10 million USD
Kiss of the Damned,R 2012 ‧ Horror/Romance ‧ 1h 37m,2012,Horror/Romance,1h 37m,R,5.5,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,84,"14,752 USD","May 3, 2013 (USA)",Director: Alexandra Cassavetes,NA,NA,NA,NA
Shootout at Wadala,NA,NA,NA,NA,NA,5.9,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,89,3.16 billion INR (US$44 million),NA,Director: Sanjay Gupta,NA,Shootout,NA,NA
What Maisie Knew,R 2012 ‧ Drama/Romance ‧ 1h 39m,2012,Drama/Romance,1h 39m,R,7.4,87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,91,NA,"May 3, 2013 (USA)","David Siegel, Scott McGehee",NA,NA,NA,NA
Star Trek Into Darkness,PG-13 2013 ‧ Sci-fi/Action ‧ 2h 13m,2013,Sci-fi/Action,2h 13m,PG-13,7.7,84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,89,467.4 million USD,"May 16, 2013 (USA)",Director: J.J. Abrams,NA,Star Trek Kelvin Timeline,NA,NA
Aftershock,R 2012 ‧ Horror/Thriller ‧ 1h 30m,2012,Horror/Thriller,1h 30m,R,4.8,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61,NA,"May 10, 2013 (USA)",Director: Nicolás López,NA,NA,"Eli Roth, Miguel Asensio, Brian Oliver",NA
Go Goa Gone,Not Rated 2013 ‧ Comedy/Horror ‧ 1h 52m,NA,Comedy/Horror,1h 52m,Not,6.6,67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,95,384 million INR (US$5.4 million),"May 10, 2013 (USA)","Raj Nidimoru, Krishna D.K.",NA,Go Goa Gone,NA,NA
The Great Gatsby,PG-13 2013 ‧ Romance/Drama ‧ 2h 23m,2013,Romance/Drama,2h 23m,PG-13,7.2,48,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,90,NA,"May 1, 2013 (USA)",Director: Baz Luhrmann,"Academy Award for Best Production Design,",NA,"Baz Luhrmann, Catherine Martin, Catherine Knapman, Lucy Fisher, Douglas Wick, Barrie M. Osborne",105 million USD
He's Way More Famous Than You,NA,NA,NA,NA,NA,3.7,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52,NA,"May 10, 2013 (USA)",Director: Michael Urie,NA,NA,"Michael Anderson, Geoffrey Soffer, Christopher Sepulveda",NA
No One Lives,R 2012 ‧ Horror/Thriller ‧ 1h 26m,2012,Horror/Thriller,1h 26m,R,6,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.4,NA,90,"74,918 USD","May 10, 2013 (USA)",Director: Ryuhei Kitamura,NA,NA,NA,NA
We the Peeples,PG-13 2013 ‧ Comedy/Romance ‧ 1h 35m,2013,Comedy/Romance,1h 35m,PG-13,5.3,38,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,83,NA,NA,Director: Tina Gordon,NA,NA,"Tyler Perry, Ozzie Areu, Paul Hall, Matt Moore, Stephanie Allain",NA
Aurangzeb,NA,NA,NA,NA,NA,6.5,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66,NA,"May 17, 2013 (USA)",Director: Atul Sabharwal,IIFA Award for Best Performance in a Negative Role,NA,NA,NA
Black Rock,R 2012 ‧ Thriller/Horror ‧ 1h 23m,2012,Thriller/Horror,1h 23m,R,4.7,53,46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66,NA,"May 17, 2013 (USA)",Director: Katie Aselton,NA,NA,Producer: Adele Romanski,NA
The English Teacher,R 2013 ‧ Comedy/Drama ‧ 1h 33m,2013,Comedy/Drama,1h 33m,R,5.8,41,NA,NA,NA,2.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,77,"320,013 USD","May 17, 2013 (USA)",Director: Craig Zisk,NA,NA,NA,NA
Fast & Furious 6,PG-13 2013 ‧ Action/Adventure ‧ 2h 11m,2013,Action/Adventure,2h 11m,PG-13,7,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,91,788.7 million USD,"May 24, 2013 (USA)",Director: Justin Lin,NA,NA,NA,NA
Frances Ha,R 2012 ‧ Comedy/Romance ‧ 1h 26m,2012,Comedy/Romance,1h 26m,R,7.5,92,82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,92,NA,"May 17, 2013 (USA)",Director: Noah Baumbach,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
The Hangover Part III,R 2013 ‧ Comedy/Crime ‧ 1h 40m,2013,Comedy/Crime,1h 40m,R,5.8,20,NA,NA,NA,2.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,89,362 million USD,"May 20, 2013 (USA)",Director: Todd Phillips,NA,NA,NA,NA
Before Midnight,R 2013 ‧ Romance/Drama ‧ 1h 49m,2013,Romance/Drama,1h 49m,R,7.9,98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,88,NA,"May 24, 2013 (USA)",Director: Richard Linklater,NA,'Before' Trilogy,NA,NA
Epic,PG 2013 ‧ Family/Adventure ‧ 1h 42m,2013,Family/Adventure,1h 42m,PG,6.7,65,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80,268.4 million USD,"May 24, 2013 (USA)",Director: Chris Wedge,NA,NA,NA,NA
Only God Forgives,R 2013 ‧ Thriller/Crime ‧ 1h 30m,2013,Thriller/Crime,1h 30m,R,5.7,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66,NA,"July 19, 2013 (USA)",Director: Nicolas Winding Refn,NA,NA,NA,4.8 million USD
After Earth,PG-13 2013 ‧ Sci-fi/Action ‧ 1h 40m,2013,Sci-fi/Action,1h 40m,PG-13,4.8,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,73,243.8 million USD,"May 31, 2013 (USA)",Director: M. Night Shyamalan,NA,NA,NA,NA
Byzantium,R 2012 ‧ Horror/Fantasy ‧ 1h 58m,2012,Horror/Fantasy,1h 58m,R,6.5,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,86,NA,"June 28, 2013 (USA)",Director: Neil Jordan,NA,NA,NA,NA
The East,PG-13 2013 ‧ Thriller/Drama ‧ 1h 57m,2013,Thriller/Drama,1h 57m,PG-13,6.8,76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,87,NA,"May 31, 2013 (Los Angeles)",Director: Zal Batmanglij,NA,NA,"Brit Marling, Ridley Scott, Jocelyn Hayes, Michael Costigan",NA
The Kings of Summer,R 2013 ‧ Adventure/Comedy ‧ 1h 36m,2013,Adventure/Comedy,1h 36m,R,7.1,76,61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,93,NA,"May 31, 2013 (Los Angeles)",Director: Jordan Vogt-Roberts,NA,NA,"Tyler Davidson, John Hodges, Peter Saraf",NA
